GeneID,Chr,up,down,ori
CSS0006152,7,77665220,77674720,+
CSS0015013,7,77677507,77682074,-
CSS0033486,7,77779646,77781409,+
CSS0045136,7,77964866,77967792,+
CSS0005455,7,78005546,78010575,+
CSS0007566,7,78049327,78055499,+
CSS0012380,7,78151153,78151895,-
CSS0024168,7,78162939,78164047,+
CSS0004369,7,78428732,78430858,-
CSS0049972,7,78446511,78448732,-
CSS0017882,7,78618337,78618555,-
CSS0030060,7,78742048,78745920,+
CSS0009182,7,78773075,78773398,-
CSS0049144,7,78786569,78787396,+
CSS0008525,7,78789956,78790770,+
CSS0008442,7,78803763,78804966,+
CSS0001558,7,78806020,78808417,+
CSS0016467,7,78808748,78810145,+
CSS0032016,7,78811570,78814086,-
CSS0018303,7,78874441,78875587,+
CSS0002071,7,78892298,78893935,+
CSS0033525,7,78904458,78904679,+
CSS0031922,7,78990949,78991431,+
CSS0050235,7,79064499,79065062,-
CSS0026043,7,79083097,79083429,+
CSS0022768,7,79344117,79344827,-
CSS0036761,7,79421302,79423181,-
CSS0015490,7,79425139,79425917,-
CSS0020771,7,79429032,79441146,-
CSS0007054,7,79568166,79569349,+
CSS0018101,7,79728447,79734025,+
CSS0047325,7,79734818,79738950,-
CSS0026010,7,79755265,79772083,+
CSS0003216,7,79774307,79800903,-
CSS0037209,7,79807361,79813390,-
CSS0016028,7,79960206,79960831,-
CSS0045467,7,79962525,79965121,-
CSS0027459,7,80314900,80315239,-
CSS0009620,7,80318519,80319087,-
CSS0012646,7,80352732,80353071,-
CSS0004356,7,80356353,80356921,-
CSS0024930,7,80451844,80453436,-
CSS0043360,7,80462194,80462865,+
CSS0044422,7,80471136,80472667,+
CSS0033307,7,80592388,80608256,-
CSS0001210,7,80624729,80629504,+
CSS0000592,7,80634656,80636924,+
CSS0018560,7,80643638,80643877,-
CSS0023435,7,80845200,80846523,+
CSS0038811,7,80916703,80921062,-
CSS0032823,7,80929936,80941206,-
CSS0026836,7,80957914,80958523,-
CSS0007644,7,80958530,80961754,-
CSS0017516,7,81009043,81047161,+
CSS0020458,7,81050376,81052060,+
CSS0029599,7,81188094,81191989,-
CSS0009743,7,81198667,81217476,+
CSS0031943,7,81260449,81269932,+
CSS0026439,7,81336226,81345301,+
CSS0006627,7,81429308,81433380,+
CSS0033896,7,81435020,81436021,-
CSS0049814,7,81449488,81450025,-
CSS0040424,7,81453900,81454380,-
CSS0007538,7,81552739,81553242,-
CSS0001131,7,81690906,81695564,+
CSS0016124,7,81789598,81797854,+
CSS0041709,7,81855532,81856938,+
CSS0027668,7,82467313,82469237,+
CSS0033062,7,82578436,82579036,+
CSS0017543,7,82579084,82580103,+
CSS0014089,7,82637727,82639646,+
CSS0044781,7,82753351,82754710,+
CSS0005276,7,82757256,82758000,+
CSS0043702,7,82788163,82800092,+
CSS0009212,7,82870192,82871307,+
CSS0032702,7,82873275,82874353,-
CSS0029856,7,82879635,82884942,+
CSS0035086,7,83045388,83051444,+
CSS0024311,7,83053616,83072417,+
CSS0004692,7,83073795,83081933,+
CSS0039328,7,83103337,83107028,-
CSS0027611,7,83112872,83115208,-
CSS0030527,7,83124341,83126188,-
CSS0029898,7,83167389,83188079,+
CSS0014479,7,83211025,83213072,+
CSS0030850,7,83272534,83274815,+
CSS0025316,7,83411794,83412342,+
CSS0033128,7,83449001,83450693,-
CSS0006076,7,83473161,83488152,-
CSS0023623,7,83570258,83573431,+
CSS0032611,7,83816951,83818821,-
CSS0006964,7,83842134,83842486,+
CSS0001887,7,84082643,84083412,+
CSS0050386,7,84162438,84166186,-
CSS0023778,7,84377533,84377967,+
CSS0014845,7,84434943,84456551,+
CSS0039363,7,84488542,84489155,-
CSS0027359,7,84493385,84493909,-
CSS0026580,7,84506549,84507301,+
CSS0050385,7,84522899,84525444,-
CSS0000414,7,84546527,84551521,+
CSS0033765,7,84557018,84565905,+
CSS0047538,7,84584430,84590116,+
CSS0023098,7,84604357,84608819,+
CSS0000091,7,84618912,84623109,+
CSS0050344,7,84795800,84796863,+
CSS0022495,7,84806780,84807037,-
CSS0040087,7,84821205,84824620,-
CSS0039541,7,84866587,84875563,+
CSS0047124,7,84879121,84886654,-
CSS0027771,7,84912485,84914077,+
CSS0046866,7,84915837,84929600,-
CSS0009893,7,85045980,85046653,+
CSS0030242,7,85125475,85126004,-
CSS0018426,7,85167654,85174609,+
CSS0006072,7,85176865,85182562,-
CSS0045313,7,85199856,85204883,-
CSS0000719,7,85255909,85256806,+
CSS0022022,7,85258995,85260445,-
CSS0016854,7,85262527,85276190,-
CSS0015166,7,85604541,85605231,-
CSS0046545,7,85776979,85777592,+
CSS0025404,7,85788820,85790162,-
CSS0006313,7,85796162,85798150,-
CSS0007657,7,85805501,85807108,-
CSS0004807,7,85854708,85856000,+
CSS0017725,7,86025345,86027185,+
CSS0015733,7,86077976,86097505,+
CSS0029769,7,86113079,86126693,-
CSS0027283,7,86178817,86189194,-
CSS0027487,7,86297044,86297229,+
CSS0049345,7,86494555,86495535,-
CSS0047824,7,86497691,86499217,+
CSS0040107,7,86518609,86518827,+
CSS0005934,7,86602465,86603229,-
CSS0027835,7,86631050,86633818,+
CSS0025596,7,86833056,86835067,+
CSS0001782,7,86923382,86933633,+
CSS0004239,7,86937833,86952356,+
CSS0048245,7,86952412,86954529,-
CSS0045116,7,87010322,87013802,-
CSS0004461,7,87068987,87069590,-
CSS0015870,7,87137727,87139844,+
CSS0028468,7,87139900,87151130,-
CSS0016453,7,87154709,87165478,-
CSS0034799,7,87255547,87263317,-
CSS0017403,7,87276257,87276436,+
CSS0009588,7,87574364,87592170,+
CSS0031134,7,87800458,87804986,+
CSS0040261,7,88079287,88081066,+
CSS0031315,7,88219196,88231499,+
CSS0034300,7,88346334,88353588,+
CSS0005043,7,88366533,88369814,+
CSS0002130,7,88406077,88419095,-
CSS0016238,7,88497253,88498483,-
CSS0038265,7,88530999,88532186,-
CSS0003497,7,88558320,88558911,+
CSS0013933,7,88586683,88588364,+
CSS0025853,7,88661782,88662171,+
CSS0047119,7,88709848,88711235,-
CSS0010246,7,88716992,88737372,+
CSS0009967,7,88754863,88770334,+
CSS0034341,7,88964697,88969896,-
CSS0023017,7,89236534,89236743,-
CSS0031033,7,89366923,89368135,-
CSS0050313,7,89369038,89369907,-
CSS0021150,7,89426298,89426507,+
CSS0045572,7,89428171,89428392,-
CSS0024456,7,89454888,89456934,-
CSS0007786,7,89475399,89477152,+
CSS0023762,7,89504064,89504730,+
CSS0005514,7,89505295,89505952,+
CSS0041151,7,89730571,89738046,-
CSS0013874,7,89834519,89834728,+
CSS0049396,7,89902435,89913109,+
CSS0002315,7,89955895,89958468,+
CSS0028010,7,89970788,89972926,-
CSS0044313,7,90201953,90214096,-
CSS0010581,7,90464867,90465954,-
CSS0018120,7,90485704,90486895,-
CSS0046687,7,90498307,90499403,+
CSS0034005,7,90565821,90567061,-
CSS0007150,7,90637695,90638210,-
CSS0043189,7,90641265,90641932,-
CSS0026122,7,90706814,90712679,-
CSS0044275,7,90737191,90739408,-
CSS0003503,7,90796991,90799147,-
CSS0036548,7,90889622,90895646,-
CSS0003520,7,91032030,91033383,-
CSS0000413,7,91088870,91089947,+
CSS0048919,7,91172714,91173451,+
CSS0010469,7,91256351,91257396,-
CSS0000803,7,91262798,91263894,+
CSS0019685,7,91313607,91313962,-
CSS0021272,7,91630592,91633223,-
CSS0018200,7,91646338,91653327,-
CSS0035829,7,91671754,91686891,+
CSS0003122,7,91686834,91693293,-
CSS0032554,7,91703302,91710173,-
CSS0003298,7,91717751,91724298,-
CSS0019793,7,91813888,91815843,-
CSS0003117,7,91874473,91880979,+
CSS0017787,7,91982717,91984916,-
CSS0048867,7,92046094,92046373,+
CSS0040559,7,92543310,92544626,-
CSS0045933,7,92701662,92704208,+
CSS0037186,7,92730097,92734188,+
CSS0027863,7,92786053,92791149,-
CSS0035855,7,92812465,92814106,-
CSS0026059,7,92977531,92978280,+
CSS0007919,7,92983666,92984416,+
CSS0044902,7,93015627,93016232,+
CSS0031341,7,93179063,93197693,-
CSS0047766,7,93307860,93309090,+
CSS0037495,7,93374850,93375095,-
CSS0046396,7,93466406,93467634,+
CSS0039539,7,93597076,93598313,+
CSS0023414,7,93755047,93755821,+
CSS0001484,7,93785803,93797751,+
CSS0001913,7,93999769,94002679,-
CSS0030902,7,94161550,94174271,-
CSS0039501,7,94280456,94293906,-
CSS0036911,7,94801138,94806830,+
CSS0012751,7,94809829,94816017,+
CSS0013436,7,94836166,94836668,-
CSS0026612,7,94934050,94939518,+
CSS0026586,7,94942071,94948566,+
CSS0005536,7,95052871,95061845,+
CSS0015974,7,95103050,95104946,+
CSS0034122,7,95253218,95254974,+
CSS0017093,7,95368889,95369702,+
CSS0009514,7,95370967,95373469,+
CSS0035869,7,95616755,95629293,+
CSS0017275,7,95634484,95644208,+
CSS0001407,7,95649788,95651895,-
CSS0050119,7,95713798,95723367,+
CSS0017716,7,95730911,95731575,+
CSS0029840,7,95781880,95791630,-
CSS0031630,7,95809505,95820778,-
CSS0032874,7,95870532,95875463,+
CSS0013737,7,95975235,95976440,+
CSS0043722,7,95991707,95991940,-
CSS0031780,7,96087496,96087768,+
CSS0047228,7,96120113,96121991,+
CSS0021408,7,96220694,96221484,+
CSS0001817,7,96248822,96249388,-
CSS0046021,7,96299151,96303575,-
CSS0036862,7,96310250,96314068,-
CSS0004413,7,96329557,96331767,-
CSS0024136,7,96641508,96643373,+
CSS0037681,7,96643483,96644217,+
CSS0045023,7,96867858,96870634,+
CSS0042914,7,96885245,96891534,+
CSS0029699,7,96892650,96892961,+
CSS0002034,7,96956889,96959961,+
CSS0018989,7,96966762,96968750,+
CSS0022239,7,97346101,97353188,+
CSS0033229,7,97356985,97357885,+
CSS0001382,7,97375346,97386013,-
CSS0022621,7,97608170,97611734,-
CSS0001313,7,97665230,97667172,-
CSS0024490,7,97740740,97747215,+
CSS0029005,7,97883491,97890669,+
CSS0015711,7,97897345,97903855,-
CSS0016628,7,97924053,97929119,-
CSS0015343,7,97950961,97955807,-
CSS0013753,7,98068749,98069697,-
CSS0003867,7,98144454,98144822,-
CSS0050149,7,98176200,98182451,-
CSS0039611,7,98284476,98289706,+
CSS0009070,7,98307381,98332556,-
CSS0013481,7,98372253,98378694,-
CSS0029081,7,98616314,98619480,-
CSS0018340,7,98627779,98631779,+
CSS0018760,7,98652932,98654142,+
CSS0033100,7,98698274,98698705,-
CSS0048817,7,98703265,98704074,+
CSS0006583,7,98727355,98728489,-
CSS0006735,7,98769072,98774422,+
CSS0038477,7,98905629,98910770,+
CSS0002382,7,98914996,98919686,-
CSS0046085,7,99003820,99018463,+
CSS0023302,7,99019800,99033669,-
CSS0036276,7,99063414,99067709,-
CSS0024896,7,99150337,99150960,-
CSS0025330,7,99170395,99178773,-
CSS0015361,7,99225307,99229918,+
CSS0000485,7,99235653,99237568,+
CSS0023838,7,99374917,99388132,-
CSS0032667,7,99495227,99495616,-
CSS0016572,7,99543391,99543600,+
CSS0030375,7,99616854,99628866,-
CSS0042555,7,99733654,99734043,-
CSS0002827,7,99792944,99793153,+
CSS0024703,7,99829888,99830818,-
CSS0021933,7,100010484,100011226,-
CSS0002542,7,100383964,100394307,-
CSS0000110,7,100408861,100410136,-
CSS0009675,7,100533006,100576485,+
CSS0029440,7,100901530,100901979,-
CSS0018727,7,100963916,100967573,+
CSS0007060,7,101358746,101360574,-
CSS0006556,7,101479201,101479473,-
CSS0030553,7,101556920,101579613,+
CSS0017982,7,101765402,101765872,-
CSS0026766,7,102239008,102268161,+
CSS0036588,7,102375987,102376163,-
CSS0007119,7,102602611,102602904,+
CSS0000483,7,102817181,102822281,+
CSS0035482,7,104126517,104126873,-
CSS0044359,7,104126913,104127710,-
CSS0014194,7,105016578,105019891,-
CSS0015819,7,105149283,105149904,+
CSS0000377,7,105244439,105245276,-
CSS0043407,7,105344069,105345350,-
CSS0023136,7,105662836,105677989,+
CSS0003890,7,105699068,105699868,+
CSS0042668,7,105713315,105729159,-
CSS0017169,7,105780562,105806726,-
CSS0028924,7,105823227,105825022,-
CSS0024602,7,105838774,105848457,-
CSS0034873,7,105890379,105895024,-
CSS0037785,7,105895055,105896997,-
CSS0001507,7,105925246,105926083,-
CSS0021193,7,106002475,106004255,+
CSS0047675,7,106012644,106013824,+
CSS0050462,7,106019583,106030308,-
CSS0041944,7,106115023,106115316,-
CSS0021674,7,106258989,106278706,-
CSS0032944,7,106477234,106479183,+
CSS0002989,7,106499886,106500131,+
CSS0022751,7,106544638,106544981,-
CSS0032054,7,106994773,106998946,+
CSS0029275,7,107015697,107042785,-
CSS0030422,7,107069505,107083199,-
CSS0036409,7,107412877,107419801,+
CSS0020457,7,107450989,107472990,+
CSS0002111,7,107475326,107480755,-
CSS0049363,7,107490182,107497376,-
CSS0011333,7,107621554,107624740,-
CSS0044341,7,107628020,107629952,-
CSS0012291,7,107705115,107720761,+
CSS0000048,7,107843090,107843311,+
CSS0043771,7,107895020,107902962,+
CSS0004456,7,107943381,107955121,+
CSS0026758,7,108074777,108074998,+
CSS0031096,7,108089521,108097428,+
CSS0020187,7,108103811,108105175,+
CSS0006131,7,108136393,108139491,+
CSS0037078,7,108144648,108148825,-
CSS0040218,7,108211642,108216924,+
CSS0007512,7,108235782,108236225,-
CSS0020785,7,108325355,108325915,+
CSS0040555,7,108343362,108345178,-
CSS0036178,7,108617495,108619683,-
CSS0023458,7,108672758,108673988,-
CSS0010290,7,108689598,108690186,-
CSS0004048,7,108984782,108985331,-
CSS0025745,7,109084798,109089961,-
CSS0048222,7,109099416,109110875,-
CSS0003159,7,109493972,109506947,-
CSS0011111,7,109530729,109545493,-
CSS0003920,7,109554911,109556299,+
CSS0018574,7,109590458,109590814,+
CSS0044242,7,109626016,109639862,-
CSS0002243,7,109672392,109681428,-
CSS0037704,7,109866728,109874859,+
CSS0043034,7,109951135,109952999,-
CSS0033019,7,110004742,110005213,+
CSS0033040,7,110346430,110348293,+
CSS0000581,7,110710948,110711895,+
CSS0039635,7,110796600,110798994,+
CSS0048123,7,110804629,110815836,-
CSS0042102,7,110874312,110919361,-
CSS0002755,7,110991627,111013829,+
CSS0037289,7,110999267,111000628,-
CSS0013800,7,111003289,111003666,-
CSS0008535,7,111186385,111205987,-
CSS0030966,7,111319156,111320476,-
CSS0003898,7,111323153,111323532,-
CSS0006813,7,111334864,111338893,+
CSS0044888,7,112230156,112232459,+
CSS0025270,7,112695111,112700330,-
CSS0022024,7,112749109,112751128,+
CSS0023080,7,112874271,112874684,-
CSS0044562,7,112955356,112973083,+
CSS0026361,7,112997486,112998860,-
CSS0028663,7,113002705,113003526,-
CSS0015108,7,113060276,113065151,-
CSS0028264,7,113217695,113218576,-
CSS0023351,7,113222644,113225500,-
CSS0034225,7,113255941,113256321,-
CSS0026064,7,113257311,113257887,-
CSS0021713,7,113272636,113276461,-
CSS0028355,7,113279547,113280583,-
CSS0031020,7,113281393,113282096,-
CSS0046763,7,113670630,113680891,+
CSS0040345,7,114583599,114587229,-
CSS0043940,7,114589137,114592050,-
CSS0005011,7,114598549,114599633,-
CSS0023937,7,114620832,114621107,-
CSS0019747,7,114622332,114623515,-
CSS0041851,7,114655650,114666346,-
CSS0004831,7,114766415,114780256,+
CSS0025600,7,114855874,114856089,+
CSS0023769,7,114942200,114943177,-
CSS0033013,7,115074463,115075302,-
CSS0036497,7,115120609,115120914,+
CSS0023191,7,115174965,115179411,-
CSS0046718,7,115418329,115418687,+
CSS0009200,7,115996723,115999280,+
CSS0019328,7,116261117,116261475,+
CSS0000585,7,116320287,116321486,-
CSS0010661,7,116505591,116526846,-
CSS0042679,7,116596055,116598383,+
CSS0042162,7,116605439,116656572,-
CSS0020545,7,116687296,116688815,-
CSS0046997,7,116736308,116737090,-
CSS0044383,7,117108214,117135849,+
CSS0034631,7,117179565,117181782,-
CSS0029288,7,117192853,117194809,-
CSS0023575,7,117246379,117248038,-
CSS0022534,7,117630377,117630568,+
CSS0025524,7,117714832,117719089,+
CSS0039044,7,117812884,117857850,+
CSS0015713,7,117902900,117928073,+
CSS0034500,7,117951215,117951424,-
CSS0043392,7,117985665,117987434,-
CSS0030361,7,118065708,118068672,+
CSS0000465,7,118070293,118085400,-
CSS0047664,7,118100804,118118221,+
CSS0041024,7,118349110,118364776,+
CSS0003636,7,118376339,118379324,+
CSS0025031,7,118380502,118385210,-
CSS0012394,7,118443467,118450619,+
CSS0010500,7,118459616,118464880,-
CSS0042803,7,118471659,118473926,-
CSS0017596,7,118474529,118477421,+
CSS0010121,7,118544080,118561180,-
CSS0020160,7,119358519,119359815,+
CSS0025729,7,119541614,119562191,+
CSS0000668,7,119645904,119647265,-
CSS0046710,7,119671008,119671556,+
CSS0037036,7,119933114,119943474,-
CSS0030380,7,120055595,120075123,-
CSS0037364,7,120509286,120511496,-
CSS0005032,7,120835530,120836954,-
CSS0037048,7,120940584,120944134,-
CSS0035042,7,120949927,120955941,-
CSS0000829,7,120952032,120952307,+
CSS0032166,7,121114636,121117580,+
CSS0002360,7,121352829,121357062,-
CSS0011050,7,121441307,121441671,-
CSS0007882,7,121452627,121453475,-
CSS0030797,7,121628186,121633551,+
CSS0000727,7,121647900,121658478,+
CSS0030842,7,121659538,121665646,+
CSS0014938,7,121674357,121685793,-
CSS0027784,7,121748710,121751353,+
CSS0003014,7,121755659,121762990,-
CSS0004164,7,121810347,121810731,-
CSS0019221,7,121823800,121827945,+
CSS0020439,7,122061053,122062927,+
CSS0039049,7,122120965,122122193,-
CSS0029219,7,122202311,122206219,-
CSS0025974,7,122236635,122238302,+
CSS0018332,7,122238958,122245880,+
CSS0006577,7,122260564,122265112,+
CSS0038780,7,122266603,122274832,-
CSS0018456,7,122282261,122283410,-
CSS0031142,7,122284666,122285844,-
CSS0047704,7,122334743,122336302,-
CSS0007140,7,122345319,122358998,+
CSS0000083,7,122359545,122359765,+
CSS0043555,7,122369880,122373630,-
CSS0037787,7,122439042,122439250,-
CSS0033758,7,122444140,122448261,-
CSS0004257,7,122525703,122526185,-
CSS0035372,7,122533030,122534382,+
CSS0037924,7,122636318,122638235,+
CSS0005350,7,122975443,122976698,-
CSS0034832,7,123055232,123059753,-
CSS0027789,7,123117429,123118012,-
CSS0015102,7,123401999,123403047,-
CSS0008445,7,123611004,123615210,-
CSS0013857,7,124375858,124377985,-
CSS0045879,7,124392502,124393078,-
CSS0050008,7,124535875,124536672,+
CSS0038195,7,124667626,124671229,+
CSS0024465,7,124706002,124710622,-
CSS0046136,7,124787672,124799079,-
CSS0026933,7,124808251,124813836,-
CSS0013122,7,124906788,124907201,-
CSS0034802,7,125120506,125126706,+
CSS0022694,7,125166506,125167936,+
CSS0022488,7,125303485,125304010,-
CSS0022643,7,125312810,125313369,-
CSS0038405,7,125399293,125399879,-
CSS0043670,7,125468476,125472040,+
CSS0017198,7,125473042,125478859,-
CSS0018595,7,125552540,125563526,-
CSS0002195,7,126012699,126014712,-
CSS0011841,7,126142804,126147436,+
CSS0039069,7,126148007,126148306,+
CSS0006398,7,126261792,126280478,+
CSS0039403,7,126286833,126288139,+
CSS0013044,7,126388882,126394978,-
CSS0024090,7,126426494,126427589,+
CSS0011398,7,126611258,126611650,-
CSS0026828,7,126724374,126730694,+
CSS0042105,7,126746768,126748863,-
CSS0044345,7,126764546,126765628,+
CSS0017919,7,127070401,127073485,-
CSS0011109,7,127074127,127074462,+
CSS0018304,7,127104089,127135557,+
CSS0046407,7,127265511,127268867,+
CSS0003169,7,127270051,127270383,-
CSS0004760,7,127299704,127300931,+
CSS0030555,7,127363706,127364092,+
CSS0017208,7,127835257,127836481,-
CSS0016148,7,127950670,127950975,-
CSS0007312,7,128172469,128173660,-
CSS0026552,7,128189372,128190215,+
CSS0046984,7,128205552,128206911,+
CSS0041704,7,128235061,128241799,+
CSS0000553,7,128411935,128412926,+
CSS0038160,7,128537369,128537707,-
CSS0009255,7,128708913,128737681,-
CSS0026419,7,128825760,128829035,-
CSS0034463,7,128848329,128850402,+
CSS0025594,7,129061473,129063056,+
CSS0007647,7,129102247,129104190,+
CSS0014679,7,129353776,129354138,+
CSS0033020,7,129539414,129540692,+
CSS0022502,7,129587076,129591744,-
CSS0037108,7,129787268,129787599,-
CSS0035915,7,129853381,129859348,+
CSS0044948,7,129910426,129912249,-
CSS0022737,7,130105084,130107422,-
CSS0010706,7,130224564,130228683,-
CSS0021438,7,130475873,130482992,-
CSS0016487,7,130528950,130537956,-
CSS0047960,7,130691336,130699299,-
CSS0024784,7,130719509,130721843,-
CSS0034996,7,130771895,130774230,-
CSS0021425,7,130822209,130823102,+
CSS0030887,7,130844959,130845198,+
CSS0011629,7,130882221,130882433,+
CSS0007603,7,131085485,131111516,+
CSS0020693,7,131111595,131119303,-
CSS0004130,7,131138017,131145052,-
CSS0045899,7,131201830,131226295,+
CSS0016544,7,131242227,131275562,-
CSS0002138,7,131417819,131435633,-
CSS0039749,7,131553078,131553305,-
CSS0046701,7,131590408,131598850,-
CSS0016150,7,131675337,131676012,-
CSS0046942,7,132476426,132476908,-
CSS0017065,7,132528524,132529671,+
CSS0050160,7,132559366,132560788,-
CSS0009977,7,132615179,132616029,+
CSS0025790,7,132675385,132675767,+
CSS0049088,7,132680108,132681182,+
CSS0029595,7,132727557,132729034,-
CSS0044488,7,132979756,132988370,-
CSS0008275,7,133309020,133309451,+
CSS0028199,7,133326774,133327556,+
CSS0024453,7,133345961,133347204,+
CSS0042393,7,133348924,133349534,+
CSS0043854,7,133383513,133386738,+
CSS0046370,7,133449026,133453200,+
CSS0014274,7,133460338,133496967,-
CSS0038205,7,133515125,133515759,-
CSS0005907,7,133519389,133525860,+
CSS0045963,7,133554354,133558323,-
CSS0013300,7,133620422,133637659,-
CSS0018439,7,133658622,133659668,-
CSS0020802,7,133664263,133664677,+
CSS0026041,7,133690023,133693988,-
CSS0046779,7,133745052,133749327,-
CSS0041100,7,133879623,133880297,-
CSS0043733,7,133892009,133892203,-
CSS0004946,7,134037540,134040725,-
CSS0028102,7,134205461,134212743,+
CSS0031525,7,134257826,134268885,-
CSS0005430,7,134300091,134300954,-
CSS0044864,7,134300993,134301413,-
CSS0024771,7,134313365,134315098,+
CSS0002474,7,134380226,134384140,-
CSS0005502,7,134768498,134773959,-
CSS0002221,7,134782862,134783535,-
CSS0006598,7,134839479,134840405,-
CSS0019827,7,134888274,134889683,+
CSS0045637,7,135077698,135077880,-
CSS0043985,7,135105490,135105717,-
CSS0046633,7,135135485,135136078,+
CSS0031713,7,135266763,135268078,-
CSS0037919,7,135324724,135326099,-
CSS0029125,7,135375578,135377868,+
CSS0045912,7,135555311,135559193,-
CSS0038036,7,135578760,135580077,+
CSS0040564,7,135584649,135586523,-
CSS0018955,7,135785354,135790868,-
CSS0021909,7,135866863,135869817,-
CSS0029404,7,136034768,136037454,-
CSS0038972,7,136107431,136133770,-
CSS0005771,7,136187707,136213760,-
CSS0012456,7,136244411,136259314,+
CSS0043464,7,136262652,136267119,-
CSS0007270,7,136331101,136332333,-
CSS0015003,7,136334511,136345967,-
CSS0007087,7,136357463,136359545,-
CSS0012629,7,136484430,136484744,-
CSS0043637,7,136843581,136846012,-
CSS0006701,7,137011794,137013343,+
CSS0023468,7,137131273,137134836,+
CSS0032592,7,137789318,137791874,-
CSS0023809,7,137842638,137846753,+
CSS0038296,7,137848210,137865319,-
CSS0004073,7,137865689,137866787,-
CSS0043038,7,138049420,138050187,-
CSS0044274,7,138416130,138418027,-
CSS0028349,7,138460415,138466767,+
CSS0015186,7,138514669,138531362,-
CSS0038741,7,138625933,138630474,-
CSS0031306,7,138721545,138729060,-
CSS0036609,7,138810165,138819192,+
CSS0023484,7,138995612,138998948,-
CSS0026646,7,139289222,139292719,+
CSS0009207,7,139304063,139309890,+
CSS0038070,7,139319083,139320611,-
CSS0002250,7,139438890,139441093,-
CSS0033764,7,139451070,139455958,-
CSS0018323,7,139578868,139579388,+
CSS0028829,7,139580340,139580680,+
CSS0041060,7,139602503,139603637,-
CSS0032983,7,139606013,139606543,-
CSS0044593,7,139607032,139607864,-
CSS0023927,7,139627585,139627875,-
CSS0006689,7,139641277,139642506,-
CSS0017553,7,139685834,139690186,-
CSS0045856,7,139752792,139755158,+
CSS0045475,7,139849224,139852532,-
CSS0015433,7,140003209,140004066,+
CSS0024288,7,140055001,140057996,-
CSS0029906,7,140140537,140141004,-
CSS0009131,7,140204106,140209477,-
CSS0036360,7,140235193,140255338,+
CSS0028954,7,140256799,140277715,-
CSS0000174,7,140423544,140440342,+
CSS0042142,7,140523844,140526080,+
CSS0005241,7,140566555,140568596,+
CSS0038881,7,140577711,140587520,+
CSS0012289,7,140588400,140589753,-
CSS0028980,7,140626748,140628004,+
CSS0007560,7,140635654,140645547,-
CSS0015570,7,140655752,140656003,-
CSS0019944,7,140712352,140719884,-
CSS0017074,7,140724111,140729054,+
CSS0012630,7,140773753,140775082,+
CSS0025196,7,140790004,140791569,+
CSS0026214,7,141028373,141037375,+
CSS0045334,7,141045625,141048553,-
CSS0036886,7,141111934,141114944,+
CSS0003136,7,141173630,141174527,+
CSS0032234,7,141190756,141209729,+
CSS0037222,7,141210298,141211652,-
CSS0038191,7,141277887,141279248,+
CSS0028417,7,141287380,141296428,-
CSS0040135,7,141307257,141307508,-
CSS0017010,7,141392986,141394792,+
CSS0042989,7,141414586,141416139,+
CSS0039812,7,141449391,141451357,+
CSS0006669,7,141508470,141510479,+
CSS0002350,7,141535384,141538493,-
CSS0018633,7,141592187,141594075,+
CSS0004619,7,141594924,141595549,+
CSS0041701,7,141649462,141662364,+
CSS0048161,7,141717697,141718565,+
CSS0045872,7,141792273,141792530,+
CSS0014761,7,141820409,141832571,+
CSS0040155,7,141833495,141839853,-
CSS0043358,7,141996725,142056371,-
CSS0048762,7,142093410,142095336,-
CSS0038153,7,142121541,142123729,-
CSS0000908,7,142183621,142188035,-
CSS0047229,7,142378514,142383624,+
CSS0030697,7,142460973,142464471,-
CSS0041107,7,142821823,142824544,-
CSS0004627,7,142891113,142908278,-
CSS0001385,7,142913891,142914070,+
CSS0010812,7,143005704,143006526,+
CSS0050164,7,143076650,143077277,+
CSS0004427,7,143079390,143080752,+
CSS0001424,7,143088400,143091093,+
CSS0027395,7,143096780,143098613,+
CSS0025296,7,143112555,143114078,-
CSS0039184,7,143118564,143118791,+
CSS0022006,7,143123050,143123298,-
CSS0015687,7,143191460,143192974,+
CSS0013757,7,143335502,143336555,-
CSS0030524,7,143344481,143375061,+
CSS0001678,7,143427374,143430268,+
CSS0044031,7,143434788,143439034,+
CSS0037879,7,143515815,143529803,+
CSS0014398,7,143561529,143564224,-
CSS0045343,7,143661498,143668589,-
CSS0035632,7,143674834,143675350,+
CSS0024316,7,143698444,143709771,-
CSS0017989,7,143752308,143778229,+
CSS0009221,7,143917051,143929702,-
CSS0039693,7,143990347,143995834,+
CSS0030949,7,144067422,144068080,-
CSS0001992,7,144212271,144215414,+
CSS0043439,7,144263237,144264282,-
CSS0040490,7,144266685,144267705,-
CSS0034530,7,144301773,144308048,+
CSS0032941,7,144343460,144345617,+
CSS0042745,7,144403958,144404561,-
CSS0047797,7,144419694,144420374,-
CSS0048331,7,144438023,144438704,-
CSS0029784,7,144449473,144450252,-
CSS0035322,7,144464836,144465952,+
CSS0003646,7,144487737,144490977,-
CSS0044696,7,144494678,144513594,+
CSS0010989,7,144515102,144521467,+
CSS0037900,7,144593137,144593622,+
CSS0019387,7,144634524,144635301,+
CSS0028769,7,144679126,144680283,-
CSS0027529,7,144729026,144729806,-
CSS0030670,7,144803508,144804101,+
CSS0007740,7,144809348,144810260,+
CSS0000738,7,144817151,144817917,-
CSS0046513,7,145017392,145019463,+
CSS0046957,7,145020907,145068674,-
CSS0030356,7,145102197,145119306,-
